ID	sex	B_IN	B_Mem	Plasma	CD4_ET	CD4_NC	CD4_SOX4	CD8_ET	CD8_NC	CD8_S100B	DC1	Mono_C	Mono_NC	NK	NK_R
ENSGEXAMPLE012-rs000012	female	-0.030849108428784	-0.102454781758339	-0.235608975514813	0.0429567169487478	-0.0617116564453211	-0.168262135494511	0.294860362835765	-0.477800497013954	-0.0294339371127638	0.144409999777448	-0.247185653640512	0.06913901807075	-0.128983423383741	0.292502170073014
ENSGEXAMPLE013-rs000013	female	-0.20315192216611	0.0113739941081167	0.154991472079649	0.17952248846713	-0.124118714730831	0.0487131411766226	0.0612022857459144	0.000778885226317076	-0.112970098676683	-0.238828099652248	-0.415209622353899	0.0626880214129416	0.2516916446131	0.15195970220045
ENSGEXAMPLE014-rs000014	female	0.0606147709325093	-0.152921270486795	-0.085095053396993	-0.162419817849781	0.300869928845085	0.12936529673841	0.0171470087967208	-0.301045641078396	0.148569367695829	-0.13683632595752	0.265848149938684	0.00182969086683289	0.383825297777106	-0.00381523221434265
ENSGEXAMPLE015-rs000015	female	0.121350866797797	0.0503559659428139	0.177339843230152	0.322896491784879	-0.0328531386177301	-0.144837285625981	0.0145128067291311	-0.0716422503631818	0.0151993004591539	0.10547256407922	0.0895900349949897	0.467848028093389	-0.312308518763416	-0.460929783279809
ENSGEXAMPLE016-rs000016	female	-0.0172583856428663	0.019197482538739	-0.0147912866742479	0.097375250227622	-0.264189838127842	0.306283722780636	-0.130876933675936	0.0287488745187721	0.0110830932352838	-0.113035144024555	-0.359350421700762	-0.116210471793768	-0.27934112498473	0.165909220892194
ENSGEXAMPLE017-rs000017	female	0.320810408609019	0.00306738757359933	-0.103607905662521	-0.187065988829871	0.0426852950403234	0.0795400375166534	0.108576479390938	0.14803855714663	0.158958456675676	-0.13900509042961	0.0721961057299096	-0.268778073328155	0.124116173669387	0.183668607283029
ENSGEXAMPLE018-rs000018	female	0.25599731029155	-0.0345750895905586	-0.150118654681037	0.127307897232689	-0.200543351920614	-0.0364397899322074	0.102707055572558	-0.166038300293796	-0.00796924526667499	0.111238087177453	-0.0707470504411125	0.0697549802403836	0.0603767944527068	-0.0934738162267096
ENSGEXAMPLE019-rs000019	female	0.303372242446992	0.0640877233441392	0.197334096421394	-0.0623699108151843	0.0291358716573554	-0.0934404003785455	0.0485532802691007	-0.168966722354435	0.129360213046945	0.186678499994006	0.0377520340985099	0.0834155566538595	0.149518316637301	-0.130054910981212
ENSGEXAMPLE020-rs000020	female	-0.153937342201422	0.159165326240042	-0.0904247028742651	-0.171288556452501	0.275828765678072	0.261129214796569	0.00143539837941374	0.108078553740821	-0.287114222918789	0.00165615469384126	0.153577357064281	0.00832984472857048	0.28682921177455	-0.0561300687510489
ENSGEXAMPLE021-rs000021	female	-0.316554791668462	0.14229951836463	-0.207828818384569	-0.146090606747668	0.41455149512265	0.0405708599650796	0.11867453715316	0.0328029251949484	-0.327653223615283	0.0838851389964728	-0.135269384984737	-0.0796904563158808	-0.182669846731913	0.0517244813782757
ENSGEXAMPLE022-rs000022	female	0.0879326036591361	0.258505132549669	-0.15408647514945	-0.402308955846007	0.128865552656574	-0.097514273386644	-0.309186057937189	-0.091097305888859	0.0140345490728401	-0.12809821369236	-0.111700456617004	0.043436394731271	-0.017692325072456	-0.149685674525626
ENSGEXAMPLE023-rs000023	female	-0.175353576147787	-0.0245669088830225	-0.472221481452221	-0.00221949573380149	-0.245399175425053	0.0786535191624345	0.0932585694815543	-0.187193365063484	0.285972132750738	0.137729988674765	0.452510605571885	0.089433158123245	-0.0475841662655087	0.0831639221663815
ENSGEXAMPLE024-rs000024	female	0.185295923206307	0.4813622589155	-0.0309539748038126	0.1758243641904	0.0884348355048003	0.0526838738900926	0.463172881040941	-0.0825031900216448	0.225028287779318	0.156700519436379	0.0472885588966613	0.0510662557751207	0.10021565511473	0.145315640854976
ENSGEXAMPLE025-rs000025	female	-0.181101934535504	0.0828489393976469	0.0596271286665845	-0.0621427898842165	0.0879574253169358	-0.0572275611300706	0.0073228215184285	0.0724417250209448	0.201101922256373	-0.0923681923487855	-0.0401509723797704	-0.279796116418874	0.102249781862425	-0.141045942533316
ENSGEXAMPLE026-rs000026	female	0.0858984002176924	-0.105779312745137	-0.0219119600732013	-0.235794722373503	-0.176524310108748	0.0499896695232085	0.0860255463301481	0.0243722911517597	-0.148975805606146	-0.031853768887996	0.00512469917649315	0.272829104311809	0.0761199472192002	0.226040742126587
ENSGEXAMPLE027-rs000027	female	0.143697210365712	0.119647928691216	-0.0740240521785472	0.16481803104945	0.0454404649959702	0.0828095170665973	0.122841600370467	-0.0105458465315509	-0.0198548974219783	-0.105181240323767	-0.374682744564712	0.157411477725821	0.141550929251757	-0.0282202145845381
ENSGEXAMPLE028-rs000028	female	-0.263359779315647	0.305106474921776	0.369530659952507	0.0673068896094265	-0.0894634761305014	0.111249212917898	0.0627779615590227	0.210952937748697	-0.105425141191463	0.285146288125557	-0.233609751370222	0.0458679248358897	0.155786408322145	0.136955903201832
ENSGEXAMPLE029-rs000029	female	0.300299381364248	-0.194860138173646	-0.377432556957591	-0.00731155398215858	0.22389491124512	0.236697125534593	0.0229733437957961	-0.00434784628878193	0.244231897096274	0.219977192996254	0.333932399368437	0.229821766991882	0.238860710384969	-0.138574520919491
ENSGEXAMPLE030-rs000030	female	-0.21998168424912	0.291728394112919	0.118852343858894	0.0512926226628629	0.0624708201301773	-0.227568035021573	-0.145970933159413	0.23631301329918	0.0793545043277785	-0.371318475197862	-0.0380228978128605	0.163833390916053	0.393116378280874	0.11222093395313
ENSGEXAMPLE031-rs000031	female	0.20974030005289	0.139576631686939	0.279587947432848	-0.0514170591992731	0.108463818766538	-0.0638298057888141	0.165890145903313	-0.160112036744915	-0.0366139262591376	-0.507057732726009	-0.255389386877399	0.187818195596348	-0.102125695738397	-0.252034882460917
ENSGEXAMPLE032-rs000032	female	0.164377120821359	0.0270943535316496	-0.086276859782592	0.447761794182897	-0.04030898600944	-0.226220630005117	0.041697476302128	0.198087883925194	-0.256851117503183	0.33060406354495	-0.112989890663002	0.018484932021889	-0.163240849161295	-0.396704422841408
ENSGEXAMPLE033-rs000033	female	-0.345740962412824	0.0825529419026177	-0.028513431537896	-0.0903533246897992	0.0624148327118096	0.121931837350063	0.0521603550346499	0.102943869334839	-0.181828643045212	0.0477679614863875	0.206827556612522	0.233400890130345	-0.180014344182287	-0.221600787009355
ENSGEXAMPLE034-rs000034	female	-0.0231615300953026	-0.00185266693084148	-0.357037383402537	-0.42470372877037	0.0619658104619551	0.29681363349449	-0.183548983366169	0.0981931266464134	-0.0989591320845337	0.172845801076298	-0.231260677034133	0.277843288218506	-0.0406209834895167	0.00390719517069719
ENSGEXAMPLE035-rs000035	female	-0.274849102505891	-0.317955490084255	-0.296409220743855	-0.21860774610434	-0.374297036364331	0.125623317607233	-0.0939461503739331	0.130005421958784	0.139353701307563	0.142851756398337	-0.424316237565672	-0.0130888455332845	-0.137223970041354	-0.35866881212589
ENSGEXAMPLE036-rs000036	female	0.188989801392033	-0.135813051838251	0.0999915498373711	-0.23431596209515	0.112909157631945	-0.120687427089149	0.185734423509486	0.156105498465086	0.270478538932182	-0.328963228533394	0.394636626770511	0.0338075470450162	0.252970848415603	0.345963165451728
ENSGEXAMPLE037-rs000037	female	0.0984383693108057	-0.309861747476079	0.510855281896242	0.148098177356799	0.0705081576124137	-0.0917472504693713	0.155794696754651	-0.0103827905235125	0.322700834550291	-0.313611823395291	-0.237582407559684	-0.0739288659267835	-0.135900604091771	0.219333733046271
ENSGEXAMPLE038-rs000038	female	0.233968202318108	0.0298347963075206	0.010363205046015	-0.000935429167678019	0.083888638927607	0.0749164686832763	0.0520527190125229	0.14257098834758	-0.0538145244112996	0.222222156642262	0.0315731437897069	0.198668092629428	-0.131126575510079	0.065030588735726
ENSGEXAMPLE039-rs000039	female	0.119905003445543	0.122641808395094	0.0644617588717579	-0.112380986642935	0.148406797895571	0.223244019083848	-0.0845958020420836	0.0355312304914288	0.170783834850871	0.126683320011467	0.085662929518003	0.011408273269278	0.280513402794277	0.0246917302047345
ENSGEXAMPLE040-rs000040	female	-0.0484865701805175	0.183930040638782	0.239901027529535	-0.0687512192522589	-0.132962987004972	-0.0926564947263322	-0.1191820512836	-0.786104592207528	-0.357227696833993	0.0726210851907831	-0.195044385490502	-0.152695481189385	0.023820525690316	0.29244682799015
ENSGEXAMPLE041-rs000041	female	-0.150831079141412	-0.137939815065022	0.0876234909013195	0.107589415258782	-0.102715768273549	-0.0538096222849117	0.391430255914031	-0.0507450913546078	-0.27631229099401	-0.276095173524846	-0.217688716217281	-0.327707928686543	0.183239839546925	0.255243006627445
ENSGEXAMPLE042-rs000042	female	-0.0504624750335718	0.0458953630666341	0.063785986145756	0.10563067899949	-0.16812953892034	-0.166482461020841	0.0578274688412375	0.263610772501659	-0.26883079102081	-0.17897371938141	0.00332344174314558	0.162625801871007	-0.139807634299618	0.215769708689394
ENSGEXAMPLE043-rs000043	female	-0.0446096695505489	-0.0789840989492876	-0.206912915238586	0.262188274234951	0.103604211205923	-0.00163210201998083	-0.198502513272795	-0.215807446463264	-0.0816961162172773	0.279389320200715	0.052773027602577	0.115553284819647	0.159605403223804	0.0795732118156064
ENSGEXAMPLE044-rs000044	female	0.0881465461428452	0.166233699202571	0.080523718291092	-0.216481538110779	-0.0762109736564895	-0.0664106760142068	-0.119358866628237	-0.300493429635122	-0.360138167373669	-0.052901669690101	-0.321142474529818	-0.0128704636886999	0.0105049572703296	0.00484744758947483
ENSGEXAMPLE045-rs000045	female	-0.216991022426719	0.062045441552643	-0.0210426427241298	-0.062301396870694	-0.000612954889123538	0.143583199879332	0.112731980382597	0.103669267325097	0.00234842787836568	0.1655103861108	-0.00789916091554586	0.292913428702719	-0.0154226794547929	0.0730524083431491
ENSGEXAMPLE046-rs000046	female	-0.012230418191263	-0.0189673823538358	-0.00745067544194519	-0.0690123931734712	0.117458754394362	0.128972051805717	-0.0353850240759529	-0.202025616063812	-0.339788260988973	0.230078868451795	0.177407441513097	0.0305375585279605	0.262349519610096	0.142167424436648
ENSGEXAMPLE047-rs000047	female	0.105835553775618	-0.359515762095913	-0.157256684834569	0.148387401359884	0.0813992354869769	-0.0788153664536673	0.13247894934133	-0.235426438063864	0.102353685753012	0.191427135587124	0.07252219943782	0.155939818902014	-0.0367470787263343	0.058365159109886
ENSGEXAMPLE048-rs000048	female	0.196625396368389	0.0103854899556159	0.260305641424979	0.175954424279181	0.0425412527360026	0.0216491046835896	0.103331441431873	-0.0247149446200321	-0.0978084133365105	0.0954855942280731	0.103256963503203	-0.0341794543328074	0.0152995692548684	-0.397040799236168
ENSGEXAMPLE049-rs000049	female	0.0147358965189752	0.089304752983838	-0.233369415787184	-0.37899178208574	7.5765800029097e-05	0.0255993524331487	0.0691990646059292	0.178146387175143	-0.0445772374528343	0.0109573877512189	0.112599422051453	-0.277033276545457	0.328962871319069	0.311283244239284
ENSGEXAMPLE050-rs000050	female	-0.0708284961136492	0.0867795917433777	0.0953553093665163	-0.0429436877895478	-0.0883025219791073	0.0730909546016486	0.0822963194022178	0.179888316986747	-0.0600081335003627	0.287006655591112	-0.11473826414637	0.0685946517336092	0.0248508461119416	-0.0452542461715331
ENSGEXAMPLE051-rs000051	female	0.0532334974193817	-0.085994483788398	-0.0332419835726706	-0.0289302586117683	-0.0340637067891315	0.00783860180906536	0.133050713381321	0.105866166316228	-0.082379985560352	0.154434016961337	-0.0243531524201073	-0.508386282711412	0.0117429488604603	-0.0667758743615101
ENSGEXAMPLE052-rs000052	female	-0.138554285108078	0.145067718872247	-0.151393264778188	-0.118776713532439	-0.098188367146983	0.203319176090258	0.375001883024736	-0.3006786773805	0.0326650067892796	-0.00205321983437765	0.160060199525244	-0.141599761466732	-0.191374431909427	-0.0444244632305816
ENSGEXAMPLE053-rs000053	female	0.310265663756592	-0.180478961577832	-0.3961927217019	-0.0102948329820867	0.106808264665345	-0.373025584942526	0.359551063176328	-0.33326090158267	0.115073672788383	0.0643234844308545	0.124718334848913	-0.0997214544011354	0.0991757180968247	-0.111507744482924
ENSGEXAMPLE054-rs000054	female	0.371335134233575	-0.094592927304381	-0.357205503850965	0.127513480773442	0.151305837566879	0.186368054802075	0.127485938975301	-0.225944386556377	0.0832730071868872	0.0572764135947774	0.0217757562982782	-0.0620882967326463	0.120307846024399	0.107244035837606
ENSGEXAMPLE055-rs000055	female	-0.250214241794082	0.238031424467569	0.0946413883194745	0.124039843287663	-0.0341146151117628	-0.0986619163458424	0.00593954086065596	0.0067743296491028	-0.0493546140289666	0.405974462015372	-0.0020946646647506	0.056492274789379	0.157424999888397	0.0259353515331672
ENSGEXAMPLE056-rs000056	female	-0.204951101619557	-0.14912674369793	0.063915299320232	0.0690789448510593	-0.118680629809906	-0.0579847866578336	0.184052712985867	-0.13336220645515	-0.0165270654099922	0.0625458376548117	0.418612860648871	0.105021689338666	-0.18511347615067	0.0165822911267312
ENSGEXAMPLE057-rs000057	female	0.139683121510925	0.155138622367261	-0.154536787537709	-0.00938849340995171	-0.238659067296956	0.26573686891663	-0.130270441054713	0.305671461625399	-0.186145101589575	0.217625630265528	0.0707167193210892	0.0916745449438576	-0.0595231418788697	0.0342384185502242
ENSGEXAMPLE058-rs000058	female	0.0664908777205747	-0.451917898963334	-0.102987398133177	0.0612342310792624	-0.0458107837197635	-0.363665252354671	-0.0229976466891751	0.316982663161772	-0.350936706573075	0.262971042106344	0.184877043142783	0.128904341953801	-0.0533202514425481	-0.00559032666252232
ENSGEXAMPLE059-rs000059	female	-0.0751810484059883	0.018508341184632	0.153014876500192	-0.0488870414626812	0.134040611095251	0.122723671803022	0.161657885682958	-0.190155126125714	-0.165886797770152	0.134757215962921	-0.211050358119892	-0.0901124022569661	0.111375640944779	0.161204933550951
ENSGEXAMPLE060-rs000060	female	0.141719349874563	0.0211638030981926	-0.0359400195739064	0.0242141046807362	-0.382425729455123	-0.140660713533105	0.0262689550398597	0.107340286482895	0.179806584567094	-0.18609542660504	0.0341942305681172	-0.00896776025868326	0.366648180538975	0.0828775608260615
ENSGEXAMPLE061-rs000061	female	-0.121855159248221	-0.0710718902780104	0.145691399679453	-0.0542505029110371	0.0636248070027451	-0.209215093403802	-0.219908289043753	0.0173805930220284	0.212585678119514	0.235387531978436	-0.0553302211793687	0.00188404787900727	0.0306350393502169	-0.267164793703849
ENSGEXAMPLE062-rs000062	female	-0.236277503208154	-0.164646285877438	0.202378023149275	-0.105869894788216	-0.330731188927783	0.399472716629777	0.0763654689737829	0.157183544800488	0.464699690959791	0.0227022406565497	-0.15846964101415	-0.131769279026342	0.13699517106314	0.164042719681132
ENSGEXAMPLE063-rs000063	female	0.0537427109700106	0.120664896371618	-0.201301631834959	-0.239949554889326	0.0489254098610353	0.55163716232908	-0.341641823892731	-0.114819103812005	-0.185057198151162	0.121401277913758	-0.0865351882905724	-0.25739739250739	-0.0593764981167668	-0.18340681927432
ENSGEXAMPLE064-rs000064	female	0.221486766537344	-0.16425623948092	0.137323521362153	0.223366986518961	0.107860505559236	0.0755357344160543	-0.0531096781232306	0.200815300856712	0.0313626043572607	-0.352010910604017	0.17265868058343	0.0743411314122085	-0.24385022559651	0.632792218057091
ENSGEXAMPLE065-rs000065	female	0.312974548680849	-0.0266042643673587	0.17702568305241	-0.125578475813885	-0.183609538706007	0.01527096939264	-0.0396533282906832	0.311331408108302	0.0516373742839658	-0.203537018033647	-0.036002284846489	-0.0807408969433967	-0.192052904770468	-0.287398702749091
ENSGEXAMPLE066-rs000066	female	0.125452634450603	-0.0885477245965073	0.0694444128531914	-0.15241098812287	-0.257962160537532	-0.399811331610365	0.236606083572926	-0.153811983703757	-0.207488575485284	-0.178161315448491	-0.0138738344058037	-0.219748872626694	0.0425008487087991	0.118445507916905
ENSGEXAMPLE067-rs000067	female	0.107833685913	0.0198650399432866	-0.203724819520622	0.0315839275401989	0.0546143067670634	0.237358306515218	-0.258138568302366	-0.00586827341805025	0.195966853378552	0.151168029218194	-0.0458215455961673	-0.136984326081886	0.0699013783992966	0.0630138927494589
ENSGEXAMPLE068-rs000068	female	0.200239049160919	-0.164878230245003	-0.213914434107701	-0.0641938407558659	-0.179392469963029	0.0942595834037532	0.145410724134089	0.0650384687205028	0.13255122785402	-0.0621401581621506	-0.21759323373281	0.111556302757853	0.229944977422768	-0.238985498592596
ENSGEXAMPLE069-rs000069	female	-0.178137437748689	0.205777043578958	0.211534865636349	-0.172851369127871	0.0300863087521237	-0.0728436115464322	0.333705977198354	0.123784251610914	-0.112701786814676	0.0851974155608857	-0.460306531647275	-0.00253020368000954	-0.02378552505058	-0.0499941366404823
ENSGEXAMPLE070-rs000070	female	-0.0466780609850595	0.0537631216249843	0.0371976004768311	-0.0182459967850146	-0.297296824695627	-0.0579233287853398	-0.0487283697112577	0.0106689521694286	-0.187634995480187	0.31512867428027	-0.413350599061512	0.138937776725211	-0.10051901280213	-0.156021184134476
ENSGEXAMPLE071-rs000071	female	-0.13358267874838	-0.213384344899837	0.0307517251409611	-0.228695522385263	-0.155281641146807	0.327077350227082	-0.124609466355451	-0.576029305426429	-0.182918034624378	-0.0917694317803488	-0.293942025769681	0.176623458260551	-0.214146462623907	0.10737521762924
ENSGEXAMPLE072-rs000072	female	-0.0326004523343421	-0.19597154475996	-0.139233072033275	-0.269385941106459	-0.235868521047903	-0.0394437266065193	-0.559761716954066	0.0704391955628168	-0.390407927077162	0.0462494257192853	-0.231110877224559	0.29674411883016	0.0383704128073192	-0.237185120808193
ENSGEXAMPLE073-rs000073	female	0.331937431216517	0.15676771529612	0.0644796850800943	0.169763047574911	-0.366369205828356	-0.354893023999362	-0.157857918761091	0.126379601619356	-0.196797986792906	-0.14716506859972	0.122428576014648	-0.216645886843765	-0.052804525018586	0.0704565061923394
ENSGEXAMPLE074-rs000074	female	0.127313398971185	0.0547058961735232	-0.0316035265058938	0.163279591704036	0.150973322991112	0.104138100410573	-0.0395684271556628	-0.360745615275325	0.117983903638905	-0.0361954863541717	0.123724141849941	0.10412255238988	0.517260224859573	-0.0886512802928797
ENSGEXAMPLE075-rs000075	female	0.248128547526917	0.0040339100846115	-0.298875141741242	-0.0365145660901422	-0.16348221859407	-0.100197068344288	-0.11615319384152	-0.527183555900485	-0.353266406887237	-0.0984398211102147	-0.225978304828592	-0.0271393786103962	0.00400527222929363	0.0873001405642109
ENSGEXAMPLE076-rs000076	female	-0.272252526376148	0.0303631992180596	-0.2913153657297	-0.234636159436041	-0.0221789072431745	-0.235267741485851	-0.156749262619819	0.100508981216365	-0.332784350200772	-0.0432950514153208	0.273444111999072	-0.0717630242358455	0.019980359165693	-0.166865209297112
ENSGEXAMPLE077-rs000077	female	0.157073829015364	0.306238420236146	-0.151737267643756	-0.0582950861162688	0.152794204432665	0.205114287930418	-0.16393334008726	0.0564052254844264	-0.0645704607985008	-0.00254430176841647	0.138884144679218	-0.215226930648724	-0.11897060924422	-0.0154132901702668
ENSGEXAMPLE078-rs000078	female	-0.00418479529421983	-0.0115817717163807	0.0838623932729117	0.0954503009643053	-0.312075629119568	0.0200579949115989	-0.16766119130564	0.0813180245667026	0.0862613153606631	0.165898192738702	-0.129895629112109	-0.212847882002532	0.141914449899348	-0.0271037797104108
ENSGEXAMPLE079-rs000079	female	-0.17342459296527	-0.29909532498353	-0.187881425599052	-0.203757047236588	0.176660246651596	-0.0217686551641486	0.164898601030707	-0.0710130825036289	0.165332553706011	-0.109482930414204	0.351868506330948	0.178697145435862	-0.0586564252705543	0.421722235294478
ENSGEXAMPLE080-rs000080	female	-0.12741756186714	0.153873982852205	-0.216095228638901	-0.0267120736473696	0.104271418555751	-0.171318183532786	0.218603446647192	0.0230364673504295	-0.0985314372339404	-0.422039461162107	-0.328563646183846	-0.233920272014397	-0.38535552030111	-0.088692959595853
ENSGEXAMPLE081-rs000081	female	-0.0452729706908466	-0.552929079400118	0.0297060431807413	0.000923496931856413	-0.0675233259631372	0.108441049789003	-0.0655995323159724	-0.0666399404196796	0.121679188389672	0.189903082098552	-0.109410988657484	0.208108938409406	-0.127077129597356	0.0720282446727506
ENSGEXAMPLE082-rs000082	female	0.189825466775081	-0.0520283391392674	-0.0467721596395959	-0.254417859588917	-0.0811112418540822	0.096090276427429	-0.0602082764562619	-0.023471966897964	0.0397030439460517	0.148711551042379	-0.134221396405855	-0.092998577002828	-0.304391635692035	0.29091137633815
ENSGEXAMPLE083-rs000083	female	-0.0863292485896091	-0.135904703628337	0.238845362173638	-0.175758652951238	0.231398104144593	-0.208405201212062	0.108457760263165	-0.117008049657818	-0.406741089059858	-0.066437759167162	-0.15842245230191	-0.0483093116269988	0.176861812690231	-0.0594433243619161
ENSGEXAMPLE084-rs000084	female	0.125230659518761	-0.0653235275727173	-0.198868843200584	0.220421021842913	-0.17437206629288	-0.244754338579892	0.321464727745715	0.189362987251558	0.137178747914349	-0.0747511579815166	-0.129233336433346	-0.157436261997288	0.00755026973852484	-0.0946228574789907
ENSGEXAMPLE085-rs000085	female	-0.0372541579220559	0.160665218610185	-0.245605878710395	0.309586153856379	-0.196351340121813	-0.107966901675989	0.184383018700383	-0.348363134739573	-0.195395512631797	-0.192720157032108	-0.268077831496047	-0.252633199550593	0.0317443348065676	-0.0957637137139235
ENSGEXAMPLE086-rs000086	female	-0.119610420447964	-0.0294213316303903	-0.116575898884996	-0.0320861929787313	-0.377280847770672	-0.0214273047942439	-0.14438498145046	-0.0580727868962386	-0.208358380762151	-0.151291568944401	-0.0859569785136551	-0.175933271718873	-0.251685827485563	-0.0436359026168871
ENSGEXAMPLE087-rs000087	female	-0.119917720887865	0.058157809448124	-0.036672914468469	-0.167658932360672	-0.0531858942037459	0.240017529218752	0.044878938337076	0.182997901429195	-0.298669851361747	0.255628101899533	-0.243449065036917	0.310675815295434	0.00796195981734205	-0.247096668750155
ENSGEXAMPLE088-rs000088	female	-0.32736593078251	-0.0111330680878564	-0.248279814001406	-0.0184480976440176	-0.475272287866266	0.190587300937333	-0.195881595288015	0.205619923019851	0.14262633559725	0.124847520887094	0.303565774394846	-0.0099055419150834	0.116178912729008	0.122116367970035
ENSGEXAMPLE089-rs000089	female	-0.0139142046150512	-0.0473611317673478	-0.0544778074821875	0.0205702604984289	0.303881611032995	0.0976687738989508	-0.165685191311408	0.343979339200728	0.0907116645980168	-0.177139125748762	-0.0510811445163407	-0.140807389700187	-0.0041921892891613	0.0928456604500963
ENSGEXAMPLE090-rs000090	female	-0.0781435738006888	-0.0670863498214662	-0.138219473937501	-0.33875696931006	-0.252555544194275	0.217889664454739	-0.00981096883515756	0.219381224417074	0.00707731420605842	-0.157903406180709	0.0733313751677823	-0.0313593041232934	0.160411953197641	0.152263332170406
ENSGEXAMPLE091-rs000091	female	0.228944865071681	-0.185501439834994	0.010047544048066	0.0911526448587232	0.190219040651223	0.23665382698504	-0.396452945653788	0.120575341441254	-0.153424232767127	-0.116849080415377	0.16062792872821	0.25707446706277	-0.263394261078581	0.397016866233727
ENSGEXAMPLE092-rs000092	female	0.19151808239584	0.0220022772034909	-0.267299144885313	-0.0869154274151915	-0.105327918934165	0.142127228967704	0.0311398967694831	-0.0522209601682659	-0.0410714796060406	-0.328411547349556	-0.0316974465697393	0.0854218426584036	0.208338177187493	-0.313141319858647
ENSGEXAMPLE093-rs000093	female	-0.122828976207944	-0.0310162454094009	0.0829408393521749	0.242088996970592	-0.0293020560414313	0.291603487666301	0.242826268891439	-0.0131602278826779	0.0150202854289979	-0.0653009459988471	-0.12113449002709	-0.178605279201376	-0.0533236803586648	0.140414060655839
ENSGEXAMPLE094-rs000094	female	-0.0872422607108436	-0.34173500751718	-0.015863595330681	-0.208351478364	-0.0248123697686817	-0.259018649873918	0.246088134881884	-0.15317973780292	-0.00967161994644659	-0.121668848662476	-0.176413864232943	0.344129795826423	-0.105135913595305	0.0403312742955509
ENSGEXAMPLE095-rs000095	female	0.0692337783687598	-0.154704188232475	0.00359261551176777	0.0773130047458142	-0.0971772874590387	0.142770771020032	0.0840630695417111	0.212275150501062	0.19169938828627	0.0406034229458409	0.00134916667282486	0.00537472786347605	0.0191491215374605	0.218159829094574
ENSGEXAMPLE096-rs000096	female	0.00505207064335117	0.0698186955842361	0.301335795402222	0.12102935930919	0.0778296982565874	0.065541349930827	0.224865836145795	0.20879420568616	0.245046631424275	0.116425470880686	0.0105389229014624	-0.194981289916306	0.00953960929055929	0.0496826574931005
