ID	B_IN	B_Mem	Plasma	CD4_ET	CD4_NC	CD4_SOX4	CD8_ET	CD8_NC	CD8_S100B	DC1	Mono_C	Mono_NC	NK	NK_R
ENSGEXAMPLE024-rs000024	0.2840587648	0.574878259	0.05063086	0.215889233	0.050528825	-0.050373778	0.60853161	-0.295613035	0.442464109	0.2302528	0.1806048275	0.165104502	-0.02040864	0.14967428
ENSGEXAMPLE025-rs000025	-0.2413093442	0.27335479	-0.02697754	-0.163475004	-0.003022075	-0.286092466	0.018798847	0.2335541216	0.120962638	-0.3492958	-0.0507684362	0.029275038	0.1516409	-0.207803918
ENSGEXAMPLE026-rs000026	0.0923102364	-0.020716663	0.1123805	-0.271589608	-0.372282894	-0.151030066	0.120815272	-0.076061148	-0.358657511	-0.08112668	0.0087032196	0.401220056	0.07325717	0.171097104
ENSGEXAMPLE027-rs000027	0.3393829348	0.085574998	-0.05230215	0.24234284	-0.137751913	0.049843258	0.164784288	0.2217435272	0.286604833	-0.1151444	-0.2535333993	0.153787014	0.2893055	0.071864257
ENSGEXAMPLE028-rs000028	-0.0994530705	0.193419317	0.3177295	0.018278381	-0.199404145	0.039445014	0.017769796	0.1956514185	-0.157658759	0.1281156	-0.2898086638	0.126801097	0.4021705	0.022739649
ENSGEXAMPLE029-rs000029	0.2184805829	-0.077955918	-0.6684604	-0.184914604	0.026762125	0.292195893	-0.281540913	0.0575061513	0.124454582	0.3124929	0.4409906244	0.079281781	0.2181596	-0.269518173
ENSGEXAMPLE030-rs000030	-0.2995524258	0.585340386	-0.1840291	-0.075042555	0.234188835	-0.466245551	-0.121980566	0.4330592781	0.340865664	-0.3120838	-0.127247064	0.330919233	0.4693674	0.210745198
ENSGEXAMPLE031-rs000031	0.313537526	0.401023107	0.580342	-0.112348712	-0.090722184	-0.071064396	0.208677006	-0.2081400285	-0.193397714	-0.4013725	-0.1301650971	0.115498931	-0.05401776	-0.206528344
ENSGEXAMPLE032-rs000032	0.185204747	0.121397116	-0.08686379	0.2737974	0.132607452	-0.289534092	-0.016128421	0.1786341455	-0.18537612	0.408573	-0.3949916323	0.128624949	-0.0735064	-0.537527252
ENSGEXAMPLE033-rs000033	-0.3036167075	0.146278019	0.3522269	-0.382781079	0.072321671	0.081211132	0.057490795	0.3525735052	-0.153445281	-0.08346114	0.1301562479	0.146238293	-0.3117439	-0.258302072
ENSGEXAMPLE034-rs000034	0.2195715593	0.377891415	-0.4358488	-0.24486421	-0.133298293	0.228430824	-0.173776058	0.2244594632	-0.275555178	0.4699009	-0.3805324247	0.486662487	-0.2519281	-0.011110503
ENSGEXAMPLE035-rs000035	-0.3104690816	-0.354084624	-0.2780683	0.092585599	-0.223364087	-0.100972779	-0.135852003	0.1215046613	0.193106873	0.04558495	-0.2923817143	0.183238242	-0.2614259	-0.465742243
ENSGEXAMPLE036-rs000036	0.3488673982	-0.185623269	0.2384432	0.113423448	0.009858171	0.017891667	0.416733139	0.2378711075	0.39647548	-0.400503	0.3935306357	0.023993001	0.2487377	0.257593588
ENSGEXAMPLE037-rs000037	0.3850857961	-0.474243776	0.6284935	-0.129195767	0.071543321	-0.309179608	0.044793579	-0.0753021807	0.344123459	-0.2148012	-0.2643542979	-0.037563724	-0.2432197	0.19283023
ENSGEXAMPLE038-rs000038	0.1301951701	0.132827775	0.08798208	0.106561516	0.140153163	0.242411249	0.177493583	0.1173467913	-0.070954092	0.3657899	0.3479229588	0.208765422	-0.02551683	0.442737562
ENSGEXAMPLE039-rs000039	0.1483812328	-0.019037652	-0.2157123	-0.247503883	-0.063006034	-0.11274129	-0.101696252	0.0498118681	0.19379718	0.1274187	0.0507950297	-0.090459217	0.4371812	-0.061399492
ENSGEXAMPLE040-rs000040	0.107947256	0.279713073	0.09352628	-0.049173336	0.018716327	-0.091607007	0.079891128	-0.6111230144	-0.236613427	-0.01156055	0.1509486597	-0.06177279	-0.2216174	0.15015502
ENSGEXAMPLE041-rs000041	-0.2309435387	-0.066816901	0.1457483	-0.135393841	-0.036202944	-0.018497638	0.310367177	-0.2626394638	-0.249246366	-0.1582106	-0.2905150022	-0.126642653	0.2312105	0.160419135
ENSGEXAMPLE042-rs000042	0.173182099	-0.09368905	0.02604936	0.13431346	0.230055655	-0.158653505	0.159954853	0.2206942373	-0.073335947	-0.4906222	-0.104672675	0.320817482	-0.05579101	0.25226487
ENSGEXAMPLE043-rs000043	-0.0496548923	0.150279132	-0.1534013	0.45633312	0.066292529	-0.102479298	-0.2108834	-0.0738843426	0.005742741	0.2560012	0.0391699119	0.169572812	0.02088226	0.332471773
ENSGEXAMPLE044-rs000044	0.1798896162	0.052452904	0.339273	-0.166989384	-0.223383019	-0.230834556	0.329382773	-0.499024708	-0.36942567	-0.05834008	-0.5236937624	-0.073476879	0.1396133	-0.252522156
ENSGEXAMPLE045-rs000045	-0.2723791277	-0.316215259	-0.07263902	-0.096802735	-0.005791665	0.278940714	0.119233833	-0.0927663135	-0.004237666	-0.09606381	-0.0903018648	0.569792112	0.3404592	0.184674237
ENSGEXAMPLE046-rs000046	-0.173060469	-0.109551875	0.05388645	0.150779461	-0.068188659	0.135825265	0.076246023	-0.2429043638	-0.314484736	0.3020026	0.0316960821	0.077593759	0.4374809	0.047360528
ENSGEXAMPLE047-rs000047	0.3544524458	-0.437552084	-0.1041912	0.333037944	0.112727479	-0.375407875	0.035155217	-0.4354768704	0.125383408	0.2450177	0.1360008271	-0.007052123	-0.05753572	0.094651723
ENSGEXAMPLE048-rs000048	0.343542775	-0.129119932	0.4734475	0.135050752	0.05494567	0.11061975	-0.255591507	0.1190690886	0.236795696	0.2706302	-0.0708306172	0.147992965	0.1016094	-0.368716056
ENSGEXAMPLE049-rs000049	0.0081628304	0.202802184	-0.192887	-0.350964041	-0.046533368	0.110437978	-0.070497666	0.161287272	-0.17153535	0.2128803	-0.0952712694	-0.330196597	0.3488716	0.534360008
ENSGEXAMPLE050-rs000050	0.1396731883	-0.083057185	-0.002180388	-0.063522203	-0.439524441	0.139758019	-0.04716163	0.1768180319	-0.031930493	0.1081299	-0.1310739726	-0.028548723	-0.00572278	-0.181125897
ENSGEXAMPLE051-rs000051	0.0357573894	-0.02895	-0.1970315	0.08240419	-0.04128255	-0.148592077	0.20147936	0.0579272614	-0.029694784	0.1439189	0.2172472752	-0.503114198	-0.2321272	-0.34480914
ENSGEXAMPLE052-rs000052	-0.0937491166	0.466895072	-0.3312079	-0.229932009	-0.380319396	0.188742578	0.799572323	-0.3038802031	-0.105028415	0.349064	0.1407787049	0.009496208	-0.0265126	0.075846328
ENSGEXAMPLE053-rs000053	0.1776447669	-0.189359674	-0.2452239	-0.063867284	-0.054915985	-0.41393618	0.352333078	-0.2822630734	-0.106666997	-0.08900872	0.229929285	-0.315177341	-0.01439411	-0.190021439
ENSGEXAMPLE054-rs000054	0.4613721575	-0.401829913	-0.2715746	-0.098247533	0.062753719	0.191633379	0.053276706	0.0345432056	0.026982341	0.08277781	0.2988330923	0.014998525	0.1528874	-0.052743797
ENSGEXAMPLE055-rs000055	-0.1869444761	0.385973029	0.2618202	-0.053235127	-0.199745441	-0.031503791	-0.087994747	-0.0014972282	-0.099756231	0.2486951	0.235145032	0.160830247	0.1026817	0.149793713
ENSGEXAMPLE056-rs000056	-0.0772546812	-0.27141003	-0.02974183	0.107170211	-0.118617156	-0.13022806	0.170404205	-0.2395424549	0.122473167	0.1221322	0.3172588628	0.317777509	-0.08380475	-0.3485434
ENSGEXAMPLE057-rs000057	0.2962790924	0.238813858	-0.05218801	0.34437443	-0.263247384	0.487393631	-0.004590303	0.2865252624	-0.086754878	0.2695034	0.1209218447	0.154561545	-0.1036718	-0.018213107
ENSGEXAMPLE058-rs000058	0.0862233483	-0.594308997	-0.3944499	0.238521141	-0.18963469	-0.439098958	0.059873264	0.3027576708	-0.089808547	0.3167499	0.1768933303	-0.119019269	0.1372438	-0.191624776
ENSGEXAMPLE059-rs000059	0.0277104415	0.37462361	0.3251936	0.248189179	0.111520995	0.179001369	0.42293808	-0.2202959177	-0.24012616	0.1152154	-0.1261732794	-0.147585589	0.1203255	0.184562596
ENSGEXAMPLE060-rs000060	0.2037216208	0.30781419	0.05413042	0.093729499	-0.447010091	-0.087919167	0.19336142	0.1516616952	0.354052232	-0.09077349	0.194534549	0.20344872	0.3872129	0.225180568
ENSGEXAMPLE061-rs000061	-0.0668954691	0.235458399	0.2468132	0.308895346	0.092990778	-0.027802076	-0.181932326	-0.0166808224	0.287623874	0.197378	0.0005259455	0.053669738	-0.03627161	-0.448988175
ENSGEXAMPLE062-rs000062	-0.0137576496	-0.093226128	0.3450975	-0.105273843	-0.27185349	0.286340439	0.141984695	0.2874464142	0.49701873	-0.005912752	-0.2615924386	-0.145549592	0.2314782	0.140809688
ENSGEXAMPLE063-rs000063	-0.0630384614	-0.01648143	-0.3887086	-0.207736371	-0.116276004	0.707599694	-0.160762694	-0.213565129	-0.159118865	0.2930821	-0.1927171364	-0.312704386	-0.2565414	-0.49521082
ENSGEXAMPLE064-rs000064	0.3566261113	-0.215704738	0.08533295	0.014958403	0.173498478	0.17500743	-0.249974404	0.3575358135	0.16374915	-0.300661	-0.046703673	-0.330192282	-0.1525368	0.670036775
ENSGEXAMPLE065-rs000065	0.0274834235	-0.155912565	0.2254588	-0.229573021	-0.176222309	-0.124630869	0.06597803	0.0874845787	0.007889776	-0.07454954	0.0705635709	-0.055187347	-0.1903357	-0.24461343
ENSGEXAMPLE066-rs000066	0.2787180858	0.078041428	-0.09293114	-0.009553021	-0.136080302	-0.433146081	0.527282758	-0.1510537443	-0.072293298	-0.531841	-0.1852107347	-0.116759563	0.1355259	0.201467363
ENSGEXAMPLE067-rs000067	-0.1861362888	0.173795935	-0.2485876	-0.162137852	-0.108840829	0.121909697	-0.069832574	0.1173751475	0.361055842	-0.09700543	-0.1271256306	0.004363229	0.1644215	0.231167401
ENSGEXAMPLE068-rs000068	0.2412650747	-0.17024892	-0.2918497	-0.156009363	-0.189617281	0.219504769	0.186626613	-0.2335814913	0.125013183	0.1273398	-0.4174675823	0.035899468	0.08921858	-0.330145477
ENSGEXAMPLE069-rs000069	-0.4764948948	0.194785098	0.1259063	-0.325553433	0.041335881	-0.220989463	0.273873636	-0.1860612772	-0.25502516	0.1411311	-0.364072962	0.154161688	0.03238367	0.13523536
ENSGEXAMPLE070-rs000070	-0.0991627228	-0.027755646	0.1717582	-0.099555216	-0.125583492	0.136846659	-0.155985342	-0.2453268705	-0.386224999	0.05501342	-0.3841669232	-0.142262653	0.05289965	-0.342235339
ENSGEXAMPLE071-rs000071	-0.0338220957	-0.203533792	0.1027911	-0.388948592	0.032212408	0.389588575	-0.224910369	-0.6326742905	-0.021248896	0.003585312	-0.4309973282	0.084604427	-0.00233155	0.124975134
ENSGEXAMPLE072-rs000072	-0.106772383	-0.098533779	0.3939799	-0.53839185	0.004415017	-0.043261465	-0.403195284	-0.0236296695	-0.348056741	0.06058419	-0.1886868022	0.453153425	0.1252889	-0.327445201
ENSGEXAMPLE073-rs000073	0.4298694068	0.229159422	0.03704752	0.303258848	-0.285108742	-0.57619756	-0.36875716	0.0376635281	0.023578277	-0.3166835	0.1842306367	-0.378905241	0.105694	-0.021165863
ENSGEXAMPLE074-rs000074	-0.2278066806	0.189889013	-0.06658184	0.233328061	0.210757589	0.242819095	0.005941859	-0.2858308552	-0.106451583	0.1248593	0.2375372464	0.236054217	0.6986256	-0.123295675
ENSGEXAMPLE075-rs000075	0.2902812222	0.014098866	-0.4509683	-0.220476873	-0.078436763	-0.20211528	-0.226656917	-0.7005902681	-0.23610384	-0.06462303	-0.0421860628	-0.188413081	-0.1402161	-0.091898348
ENSGEXAMPLE076-rs000076	-0.2323820992	-0.200079317	-0.1868936	-0.315234458	-0.006205705	-0.288929363	-0.267846001	-0.1623035059	-0.164163524	-0.08209735	0.0369541298	-0.14884874	0.1706517	0.16188843
ENSGEXAMPLE077-rs000077	0.2726652213	0.301595868	-0.2032483	0.073465232	0.222747206	0.367972035	-0.199197514	0.1164371539	-0.17215418	-0.008331808	0.4665359699	-0.033603818	-0.1076593	-0.140424401
ENSGEXAMPLE078-rs000078	-0.3942347568	-0.331400575	0.2171889	-0.065218274	-0.301677742	-0.244741681	-0.141317614	0.1241174013	0.019914627	0.05905973	-0.1816161083	-0.191310818	0.3086035	-0.247956649
ENSGEXAMPLE079-rs000079	-0.150546826	-0.335999467	-0.3474875	0.004639209	0.201233509	0.125911997	0.1654403	0.1172956212	0.479287848	-0.1335792	0.3928596575	0.303083975	0.0402424	0.459978046
ENSGEXAMPLE080-rs000080	-0.1075265451	0.06762667	-0.3133509	-0.169172351	0.15862428	-0.154280106	0.076630813	-0.3227783361	-0.40400975	-0.5093893	-0.2666778254	-0.469399424	-0.4764281	-0.312335167
ENSGEXAMPLE081-rs000081	-0.0990435483	-0.489539718	0.1107523	-0.018386951	0.182111424	0.101206713	-0.030173243	-0.0834242964	-0.098590688	0.3321188	0.2521578817	0.118178824	-0.332761	-0.047601817
ENSGEXAMPLE082-rs000082	0.2769788525	0.091309043	0.2509034	-0.213287376	-0.241107602	-0.050652485	0.074627344	0.0415962828	0.266642783	-0.06224748	-0.0114750221	0.078487998	-0.5595153	0.097322575
ENSGEXAMPLE083-rs000083	-0.1091878755	-0.17582649	0.2628024	-0.143307992	0.369247842	-0.305889686	0.076947478	-0.2677811531	-0.292290627	-0.2081852	-0.06954165	-0.041470752	-0.1260154	0.058519669
ENSGEXAMPLE084-rs000084	0.1201298142	-0.140777343	-0.1321459	0.254652834	-0.192551561	0.044235429	0.457071266	0.3547746504	0.086320715	-0.1678359	-0.1937407622	0.14814475	-0.2261301	-0.02505063
ENSGEXAMPLE085-rs000085	0.0577676636	0.046538193	-0.3315962	0.114189416	-0.156261159	-0.034260986	-0.133884764	-0.1668392827	-0.237408161	-0.1577015	-0.0609787478	-0.120295022	-0.1108345	-0.244463376
ENSGEXAMPLE086-rs000086	-0.1398809024	0.05943444	-0.0365262	-0.160993061	-0.376654293	0.257323328	-0.17211272	-0.0657891544	-0.354614388	-0.2419975	-0.1620223023	-0.385687765	-0.1473169	0.017709223
ENSGEXAMPLE087-rs000087	0.0145074729	-0.13587168	-0.05537805	0.00567411	-0.155326481	0.453272236	0.019757535	0.2971363607	-0.168009471	0.3501533	0.0374829332	0.214925994	0.2114343	-0.342674561
ENSGEXAMPLE088-rs000088	-0.3379616944	-0.174653405	-0.09529237	0.007382859	-0.091236097	0.384950459	-0.183431224	0.1295917908	0.132720765	0.03844408	0.6514049714	-0.003628493	0.2481149	0.206130087
ENSGEXAMPLE089-rs000089	0.0790022089	0.105797558	-0.1180887	-0.017058791	0.378185359	0.112233523	-0.303296855	0.1980980396	-0.076177292	-0.1763678	0.0144148602	-0.134435778	-0.01907933	0.135194317
ENSGEXAMPLE090-rs000090	0.1463583185	-0.101165694	-0.02009917	-0.315148241	-0.311579258	0.236020543	0.152195792	0.2022887768	0.08427777	-0.01640183	-0.0269228147	-0.084322189	0.09209796	0.055747789
ENSGEXAMPLE091-rs000091	0.2623458899	0.047559208	0.1340122	0.289785571	0.078595235	0.379893584	-0.42217161	0.0886008926	-0.282787716	0.04097789	0.0280743406	0.024672246	-0.4548239	0.365620181
ENSGEXAMPLE092-rs000092	0.0767649768	0.245295226	-0.05637027	-0.0638758	-0.093689889	0.202172879	0.136587815	0.0431293533	-0.096157437	-0.2754326	-0.2969716652	0.090481451	0.2078692	-0.253977411
ENSGEXAMPLE093-rs000093	0.0170972127	0.261114198	-0.03172576	0.353237655	0.019074728	0.416769848	0.265558249	-0.0685333697	-0.010966096	0.04585278	-0.1292697771	-0.076582007	-0.1146604	-0.180544261
ENSGEXAMPLE094-rs000094	0.0339525009	-0.368859236	-0.3427201	-0.454453907	-0.118498485	-0.141602942	0.285563995	0.0455924488	0.241134839	0.02094965	-0.0754168965	0.047602911	-0.05938712	-0.042555921
ENSGEXAMPLE095-rs000095	0.1324140287	-0.189339345	-0.1415066	0.056677319	-0.105884527	-0.172537451	0.061574924	0.0070161061	0.131988694	-0.03642789	0.2404545771	-0.01002825	-0.01805119	0.299523053
ENSGEXAMPLE096-rs000096	-0.1170106711	0.170697709	0.2342404	0.342592653	0.078849259	0.101584616	0.186418838	0.3536758961	-0.092643992	0.2290437	0.2452627563	-0.427818258	0.1847194	0.195566273
ENSGEXAMPLE097-rs000097	-0.4449416742	0.030729082	-0.3535782	0.278929385	-0.014524805	-0.079614987	0.415526187	-0.3581577107	-0.218449165	-0.2043378	0.0221551763	-0.023320644	-0.1551388	-0.235235937
ENSGEXAMPLE098-rs000098	0.0529590574	0.198631856	-0.1877253	0.172285812	0.125338902	-0.260776514	-0.019890384	0.2583082382	0.285217258	0.01221767	-0.005818991	0.041874337	0.1649488	-0.323663752
ENSGEXAMPLE099-rs000099	-0.1169142859	0.060449357	-0.1706334	-0.188094894	0.351046914	-0.264069967	-0.310694286	0.0939393116	-0.226040753	0.5474348	-0.2129634611	0.082934519	0.4575129	0.093516565
ENSGEXAMPLE100-rs000100	0.2407330286	-0.163534843	-0.07818343	-0.222253835	0.405181458	0.207872852	0.151184787	0.4824431195	0.263955413	-0.3823975	-0.4322985355	0.309494892	-0.3211135	0.274464454
ENSGEXAMPLE101-rs000101	0.3047202104	-0.040435613	-0.4878604	-0.033053351	-0.192249053	0.001580973	-0.371773453	-0.1484436397	0.173563492	0.1717431	0.0353228108	0.179635968	-0.01231782	-0.015257486
ENSGEXAMPLE102-rs000102	-0.4044188207	0.179528453	-0.06977806	0.044759947	-0.004308608	-0.163151969	-0.064199854	0.1822193312	-0.079501808	-0.05484276	-0.6039707819	-0.376447475	-0.195641	0.29453245
ENSGEXAMPLE103-rs000103	-0.138688037	-0.097065112	-0.2092226	0.269553896	0.049459279	0.075720717	0.430885126	-0.0225061101	0.346403367	0.07320668	0.2481689243	-0.061097091	0.1806083	-0.314428676
ENSGEXAMPLE104-rs000104	-0.7606527151	-0.075012352	0.09792497	0.143119802	-0.113211782	-0.223147	0.101296609	0.0549029247	-0.172716472	-0.2318009	0.0763279499	-0.107728206	-0.08849369	-0.116561631
ENSGEXAMPLE105-rs000105	-0.0006182383	0.226743131	0.3007925	0.100480153	-0.197856536	0.057994717	-0.082516628	-0.277811164	0.181582694	0.1187979	-0.0419420944	-0.28708825	0.1032858	-0.000294367
ENSGEXAMPLE106-rs000106	-0.228394257	-0.32976334	-0.1357164	0.049231703	-0.137945387	-0.245819272	0.324707546	-0.1511227962	-0.124247059	0.1586562	-0.1942862617	-0.108686241	-0.3206428	-0.002157398
ENSGEXAMPLE107-rs000107	-0.3755089683	0.318882806	0.06571369	0.500993787	-0.293375255	-0.071398917	-0.150818887	0.1854319435	-0.022973234	-0.4390358	-0.2542916327	-0.309222459	0.03450282	0.111448834
ENSGEXAMPLE108-rs000108	-0.0914509459	0.189647778	-0.08485514	0.313430157	0.15439095	0.036289908	0.222671153	0.0152103188	-0.094200312	-0.1592353	0.0860636047	0.222335718	0.06570219	-0.209790341
ENSGEXAMPLE109-rs000109	0.0134320257	-0.087938779	-0.04986086	0.050436583	0.227342005	0.154142061	0.083509521	0.2393769333	-0.029517283	0.1837728	-0.1136715024	0.528330176	-0.3150031	-0.139861899
ENSGEXAMPLE110-rs000110	-0.144038871	0.091850568	0.2341082	-0.195391326	0.313027328	0.194210606	0.09099816	-0.1894496195	0.08696832	-0.1266487	0.1707889252	0.321618955	-0.2623535	0.031024861
ENSGEXAMPLE111-rs000111	0.0917945955	-0.016560588	0.2753824	0.668635144	-0.044010048	-0.225922234	-0.081646237	0.3437359892	0.121019946	0.09863898	0.1895271513	0.216182523	-0.06504264	-0.198720444
ENSGEXAMPLE112-rs000112	-0.1074548929	0.077074442	-0.1974663	-0.015473272	0.189232926	0.306679568	-0.072300629	-0.308411442	0.315081905	-0.2805731	0.0399370698	-0.088232017	-0.193547	0.116172396
ENSGEXAMPLE113-rs000113	0.0969959645	-0.090369651	0.3919448	-0.377786139	-0.262390512	0.432639491	-0.232813256	-0.1564792557	0.019531485	0.5225056	0.0023632762	-0.139791866	0.1947905	-0.265170688
ENSGEXAMPLE114-rs000114	-0.1101399296	0.04998557	-0.1975841	-0.19042258	0.105716817	-0.180716222	-0.342270619	-0.2165101448	-0.09538417	-0.1229381	-0.0699130517	0.059227909	0.06829072	-0.056609306
ENSGEXAMPLE115-rs000115	0.5816437053	0.162784203	0.0770751	0.110823243	0.050947873	0.24735069	-0.251185656	0.2192859217	0.304999517	-0.05105032	0.375884775	0.427082766	0.1161734	0.021670008
ENSGEXAMPLE116-rs000116	0.1359471161	0.321127663	0.07904053	-0.34306541	0.128525128	-0.126814781	0.173394654	0.2251758277	0.338695123	0.318681	-0.3562067636	-0.018567355	-0.04767919	0.237256338
ENSGEXAMPLE117-rs000117	0.3895989071	0.245662572	0.3963976	-0.202024155	-0.226128851	-0.220188866	0.31891374	0.0445566081	0.029135374	0.1801375	-0.1657082818	-0.073383157	-0.1199294	-0.307203663
ENSGEXAMPLE118-rs000118	0.0402602959	0.257263004	-0.4745494	-0.026696446	-0.054758443	0.149191206	0.211222549	0.4535428938	0.271213289	-0.337053	-0.0483138385	0.379486572	0.1502259	-0.317531043
ENSGEXAMPLE119-rs000119	0.0241393242	-0.009340372	-0.01557744	0.129092286	0.134820815	0.161170997	-0.088226263	0.0324924321	0.112675419	-0.1303271	-0.3336421491	0.068582223	-0.1130389	-0.080321176
ENSGEXAMPLE120-rs000120	-0.0980238206	-0.017137657	0.0666339	-0.003373794	-0.37950235	0.048495349	0.058550314	-0.1282255304	0.361677748	-0.2439263	0.2170694926	0.142160368	-0.0522142	0.043612576
ENSGEXAMPLE121-rs000121	0.3059766227	0.470872514	-0.1931791	-0.070069267	-0.11857583	-0.128278184	0.127811096	0.5770040207	0.086262933	0.2525202	-0.1988394038	-0.105118976	-0.09058365	-0.04566125
ENSGEXAMPLE122-rs000122	-0.1708982954	-0.021457949	0.06384916	0.184837624	0.297616896	0.098041622	0.167565151	0.2679917247	0.29268726	0.05853386	-0.035532576	-0.206015851	0.07660211	-0.343865883
ENSGEXAMPLE123-rs000123	0.476528996	0.163507825	0.2560096	0.281161108	0.230044284	0.146002415	-0.15381658	-0.2513644198	0.387052842	-0.0814166	-0.1891231264	0.334724896	-0.1311135	0.276724457
